id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
924624427312193492,Rental unit in Riga · ★5.0 · 2 bedrooms · 2 beds · 1 bath,225452029,Anna,,PÄtersala-Andrejsala,56.966082153994975,24.10377856983643,Entire home/apt,132,3,3,2023-10-26,0.75,1,174,3,
924625655843245162,Rental unit in Riga · ★4.50 · Studio · 1 bed · 1 bath,94944793,Julija,,Maskavas forÅ¡tate,56.94647379285619,24.137492595707407,Entire home/apt,31,2,20,2023-12-01,3.41,9,21,20,
924625855702615470,Rental unit in Riga · ★4.61 · 1 bedroom · 2 beds · Half-bath,94944793,Julija,,Avoti,56.946713902320916,24.139386054813126,Private room,23,1,18,2023-12-04,3.27,9,6,18,
925266023984439846,Home in Riga · ★4.59 · 1 bedroom · 2 beds · 2 shared baths,319621607,Igors,,TorÅakalns,56.9231628,24.0931915,Private room,26,1,22,2023-12-04,4.07,6,268,22,
925340001601529589,Condo in Riga · ★4.83 · 1 bedroom · 1 bed · 1 bath,511658189,Reinis Patriks,,Brasa,56.96927791531027,24.151243459984826,Entire home/apt,42,1,18,2023-10-28,3.05,1,266,18,
925433808722500970,Rental unit in Riga · ★5.0 · 1 bedroom · 2 beds · 1 bath,16500310,Anda,,Centrs,56.95044,24.12031,Entire home/apt,66,2,7,2023-10-01,1.21,1,69,7,
925754583050562891,Rental unit in Riga · 3 bedrooms · 6 beds · 1 bath,287050839,Alīna,,MeÅ¾aparks,56.99468,24.16744,Entire home/apt,236,1,2,2023-07-13,0.34,1,87,2,
925836641053015769,Rental unit in Riga · 1 bedroom · 1 bed · 1 bath,427512681,Edgars,,VecpilsÄta,56.9457137,24.1094609,Entire home/apt,83,2,2,2023-08-15,0.43,1,177,2,
926038003338320976,Rental unit in Riga · ★4.78 · 1 bedroom · 1 bed · 1 bath,511728915,Dainis,,DaugavgrÄ«va,57.037677597619904,24.022680079128325,Entire home/apt,45,1,27,2023-12-17,5.19,2,261,27,
926139062788899256,Rental unit in Riga · ★4.94 · 1 bedroom · 1 bed · 1 bath,217256181,Edgars,,Centrs,56.9565132,24.1173628,Entire home/apt,66,2,17,2023-12-10,3.05,1,218,17,
926154841536625486,Rental unit in Riga · 2 bedrooms · 2 beds · 1 bath,198817951,Maija,,VecpilsÄta,56.95257041759006,24.10591816190187,Entire home/apt,129,4,0,,,1,84,0,
926391165022081674,Rental unit in Riga · ★4.86 · 1 bedroom · 1 bed · 1 bath,121325026,Kaspars,,TorÅakalns,56.931945921152476,24.101281804770746,Entire home/apt,16,1,21,2023-12-20,3.56,6,343,21,
926520062535232224,Condo in Riga · ★5.0 · Studio · 1 bed · 1 bath,259903630,Jacob,,GrÄ«ziÅkalns,56.95950616425007,24.15013071788033,Entire home/apt,64,3,3,2023-08-17,0.52,2,176,3,
926556236154081014,Rental unit in Riga · 1 bedroom · 2 beds · 1 bath,490320557,Alex,,Centrs,56.95085988073847,24.120977079928466,Entire home/apt,100,1,1,2023-07-20,0.18,2,359,1,
926631047948084411,Condo in Riga · ★5.0 · 1 bedroom · 2 beds · 1.5 baths,504255015,Andris,,Ägenskalns,56.933783,24.077653,Entire home/apt,56,1,4,2023-11-11,0.69,1,20,4,
926732991424321758,Rental unit in Riga · ★4.33 · 3 bedrooms · 5 beds · 2 baths,523259853,Daria,,VecpilsÄta,56.94638214655006,24.11002654548523,Entire home/apt,74,1,6,2023-12-11,3.27,1,227,6,
927341667938164730,Rental unit in Riga · 1 bedroom · 2 beds · 1 bath,38282681,Martins,,VecpilsÄta,56.9492607,24.1059271,Entire home/apt,120,2,2,2023-07-22,0.36,4,361,2,
927344079402745314,Rental unit in Riga · 2 bedrooms · 2 beds · 1.5 baths,7661453,Janis,,Centrs,56.94843,24.12121,Entire home/apt,77,1,1,2023-10-10,0.37,15,79,1,
927530756717053496,Rental unit in Riga · ★4.92 · 1 bedroom · 2 beds · 1 bath,180273423,Inga,,Brasa,56.965087653164936,24.139213637974542,Entire home/apt,30,1,64,2023-12-20,10.79,1,325,64,
927542657235408753,Rental unit in Riga · ★4.56 · 1 bedroom · 1 bed · 1 bath,234024386,Greenstone Rentals,,Centrs,56.951052368293055,24.125697412975722,Entire home/apt,34,1,16,2023-12-09,2.77,41,177,16,
927916157580592196,Rental unit in Riga · 1 bedroom · 2 beds · 1 bath,224855523,Dmitrijs,,VecpilsÄta,56.9488242,24.1119716,Entire home/apt,50,2,0,,,27,332,0,
928097803154763782,Rental unit in Riga · ★4.75 · 1 bedroom · 2 beds · 2.5 baths,262923256,Eric,,Avoti,56.95342790787026,24.131588337034074,Private room,35,1,4,2023-10-17,0.88,8,178,4,
928100505842839029,Rental unit in Riga · 1 bedroom · 1 bed · 3 shared baths,262923256,Eric,,Avoti,56.95262,24.13068,Private room,35,1,0,,,8,178,0,
928100620587355105,Rental unit in Riga · 1 bedroom · 2 beds · 2 shared baths,262923256,Eric,,Centrs,56.95421341629271,24.13175946851976,Private room,31,1,1,2023-08-30,0.25,8,177,1,
928655029593221199,Rental unit in Riga · ★4.92 · 2 bedrooms · 2 beds · 1.5 baths,152223036,Darja,,Ägenskalns,56.943734995823334,24.0968256970161,Entire home/apt,105,2,11,2023-12-14,2.48,19,0,11,
928662969327630950,Rental unit in Riga · ★4.33 · 2 bedrooms · 2 beds · 1.5 baths,152223036,Darja,,Ägenskalns,56.942547671998476,24.096846477956156,Entire home/apt,121,2,3,2023-12-04,0.54,19,5,3,
928737336801287343,Rental unit in Riga · ★5.0 · 1 bedroom · 2 beds · 2.5 baths,262923256,Eric,,Avoti,56.95272751633149,24.13023793361338,Private room,32,2,3,2023-10-01,0.59,8,178,3,
928800968788416342,Rental unit in Riga · 1 bedroom · 2 beds · 2.5 baths,262923256,Eric,,Centrs,56.95471494447874,24.1315595262219,Private room,35,2,0,,,8,176,0,
928885040453110070,Rental unit in Riga · ★4.63 · 1 bedroom · 1 bed · 1 shared bath,523873532,Tural,,Centrs,56.960938239109886,24.110704651126202,Shared room,21,1,19,2023-12-10,3.28,2,4,19,
928916555467589638,Rental unit in Riga · 1 bedroom · 1 bed · 1 bath,523677932,Aleksei,,PleskodÄle,56.93944028432626,24.03582760140682,Entire home/apt,100,1,0,,,1,270,0,
928956539536933190,Rental unit in Riga · ★5.0 · 1 bedroom · 2 beds · 1 bath,499023861,Oksana,,VecpilsÄta,56.949166,24.102251,Entire home/apt,109,1,4,2023-11-13,0.91,17,127,4,
928961512439520866,Condo in Riga · ★5.0 · 1 bedroom · 1 bed · 1 bath,314395272,Martin,,Avoti,56.9518606,24.1388248,Entire home/apt,73,2,9,2023-12-11,1.94,70,0,9,
929072257900645930,Rental unit in Riga · 1 bedroom · 2 beds · 1 bath,183651202,Olga,,Centrs,56.95467702290844,24.13241425466119,Entire home/apt,58,4,0,,,10,90,0,
929772928238627333,Rental unit in Riga · 1 bedroom · 2 beds · 1 bath,224855523,Dmitrijs,,VecpilsÄta,56.94858956076055,24.107343596295152,Entire home/apt,49,2,2,2023-12-10,0.63,27,358,2,
930938130645032409,Condo in Riga · 1 bedroom · 1 bed · 1 bath,53050780,Arija,,VecmÄ«lgrÄvis,57.03188249999999,24.1166635,Entire home/apt,32,5,1,2023-08-30,0.25,4,0,1,
931556390464303449,Rental unit in Riga · 1 bedroom · 2 beds · 1 bath,190524591,Nika,,Centrs,56.9533,24.12355,Entire home/apt,50,1,2,2023-07-30,0.36,9,85,2,
931673448507187945,Rental unit in Riga · ★5.0 · 2 bedrooms · 3 beds · 1 bath,53430614,Maksims,,Avoti,56.954800023351424,24.135924836993187,Entire home/apt,69,1,2,2023-11-12,0.81,2,0,2,
932304764881355431,Rental unit in Riga · ★5.0 · 1 bedroom · 1 bed · 1 bath,154766082,Tatiana,,Centrs,56.949475,24.12061,Entire home/apt,49,3,7,2023-12-21,4.38,2,87,7,
932565910827793841,Rental unit in Riga · ★4.71 · 1 bedroom · 2 beds · 1 shared bath,523873532,Tural,,Centrs,56.9609722,24.11067,Shared room,28,1,7,2023-08-20,1.25,2,3,7,
932663335854793314,Condo in Riga · ★5.0 · 2 bedrooms · 2 beds · 2 baths,524904642,Ingus,,Centrs,56.95416,24.12163,Entire home/apt,231,3,6,2023-11-08,1.10,1,327,6,
933006539875247552,Condo in Riga · ★4.88 · 1 bedroom · 2 beds · 1 bath,39372416,Zane,,Avoti,56.952485168130686,24.133187010884285,Entire home/apt,61,2,32,2023-12-11,5.71,1,81,32,
933213641501406389,Rental unit in Riga · ★3.93 · 1 bedroom · 1 bed · 1 bath,234024386,Greenstone Rentals,,Centrs,56.96000760157742,24.131583390860726,Entire home/apt,28,1,15,2023-11-26,2.78,41,167,15,
