id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
4014179,Home in 信義區 · ★4.20 · 1 bedroom · 1 bed · 1 bath,20812835,Luxury Flat Team,,信義區,25.02952,121.55843,Entire home/apt,4100,6,5,2016-10-30,0.05,7,88,0,
4018116,Condo in Daan District · ★4.75 · 1 bedroom · 1 bed · 1.5 baths,19549739,Mike,,大安區,25.04161,121.55479,Entire home/apt,1903,7,135,2023-12-26,1.19,3,331,22,
4035563,Rental unit in 台北市 · ★4.90 · 1 bedroom · 2 beds · 1 shared bath,20923484,家哲,,士林區,25.12178,121.53437,Private room,800,2,208,2023-12-26,1.85,1,78,15,
4054999,Condo in Daan District · ★4.68 · 1 bedroom · 1 bed · 1.5 baths,19549739,Mike,,大安區,25.04167,121.55207,Entire home/apt,1887,7,87,2023-12-29,0.77,3,339,16,
4106145,Rental unit in Songshan District · ★4.08 · 1 bedroom · 1 bed · 1 bath,21301096,Sung,,中山區,25.06146,121.54366,Entire home/apt,2453,7,13,2017-06-10,0.12,8,304,0,
4106431,Rental unit in Songshan District · ★4.38 · 1 bedroom · 1 bed · 1 bath,21301096,Sung,,中山區,25.05984,121.54377,Entire home/apt,2453,7,8,2017-06-26,0.07,8,304,0,
4118004,Home in 台北 · 2 bedrooms · 2 beds · 1 bath,20401045,Bo,,信義區,25.04081,121.56658,Entire home/apt,10429,4,0,,,1,179,0,
4148503,Rental unit in 台北 · ★4.58 · 1 bedroom · 1 bed · 1 bath,19568984,Esther,,大安區,25.023682061454213,121.5262933781118,Entire home/apt,2200,3,107,2023-12-14,0.95,5,303,6,
4158999,"Rental unit in Wanhua District,西門町,Ximending · ★4.76 · 2 bedrooms · 2 beds · 1 bath",19843186,萊,,萬華區,25.0418,121.50569,Entire home/apt,5357,3,259,2023-12-13,2.31,14,0,23,
4266942,Condo in Wenshan District · ★4.69 · 1 bedroom · 1 bed · 1.5 baths,22150553,Chen,,文山區,24.98796,121.56417,Private room,1719,30,75,2021-09-06,0.72,5,326,0,
4267155,Rental unit in 臺北市 · ★4.66 · 1 bedroom · 1 bed · 1 private bath,22150553,Chen,,文山區,24.98823,121.57064,Private room,1286,60,107,2021-12-11,0.97,5,120,0,
4279943,Rental unit in Wenshan District · ★4.85 · 1 bedroom · 1 bed · 1 private bath,22150553,Chen,,文山區,24.98941,121.56599,Private room,1652,30,137,2023-12-11,1.25,5,356,2,
